Start date,End date,Country,ISO,Location,Latitude,Longitude,Magnitude value,Magnitude scale,Disaster type,Disaster subtype,Disaster name,Disaster No.
23-10-2005,13-11-2005,India,IND,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",,,131300,Km2,Flood,Riverine flood,,2005-0627
02-12-2005,03-12-2005,India,IND,Tamil Nadu province,,,,Km2,Flood,Riverine flood,,2005-0677
05-07-2005,14-08-2005,India,IND,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",,,,Km2,Flood,Riverine flood,,2005-0746
15-04-2006,18-04-2006,India,IND,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",17.43,82.81,190900,Km2,Flood,Flash flood,,2006-0207
31-05-2006,24-07-2006,India,IND,"Assam, Tripura provinces",26.6,94.02,47020,Km2,Flood,Riverine flood,,2006-0262
25-05-2006,02-06-2006,India,IND,Kerala province,10.54,76.05,42690,Km2,Flood,Riverine flood,,2006-0263
31-05-2006,04-06-2006,India,IND,"Maharashtra, Gujarat provinces",18.73,75.23,395400,Km2,Flood,Riverine flood,,2006-0265
24-06-2006,27-06-2006,India,IND,"Ballia, Chandauli districts (Uttar Pradesh province)",25.62,83.67,13110,Km2,Flood,Riverine flood,,2006-0342
04-07-2006,07-07-2006,India,IND,"Navsari, The Dangs districts (Gujarat)",22.41,71.31,170100,Km2,Flood,Riverine flood,,2006-0369
03-07-2006,08-07-2006,India,IND,"Gajapati, Rayagada districts (Orissa province)",19.17,83.65,31360,Km2,Flood,Riverine flood,,2006-0370
24-07-2006,22-08-2006,India,IND,Jammu and Kashmir provinces,34.61,73.2,,Km2,Flood,Riverine flood,,2006-0389
28-07-2006,12-09-2006,India,IND,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",20.19,73.82,165400,Km2,Flood,Riverine flood,,2006-0417
/08/2006,/08/2006,India,IND,Gujarat province,,,,Km2,Flood,Riverine flood,,2006-0443
18-08-2006,02-09-2006,India,IND,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",,,,Km2,Flood,Riverine flood,,2006-0469
31-08-2006,11-09-2006,India,IND,Jammu and Kashmir provinces,32.89,73.88,,Km2,Flood,Flash flood,,2006-0548
29-08-2006,04-09-2006,India,IND,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",27.59,81.52,32700,Km2,Flood,Riverine flood,,2006-0549
26-10-2006,04-11-2006,India,IND,"Tamil Nadu, Andhra Pradesh provinces",14.13,79.93,40090,Km2,Flood,Riverine flood,,2006-0601
01-08-2006,10-09-2006,India,IND,"Orissa, Andhra Pradesh, Chhattisgarh provinces",18.1,81.53,302800,Km2,Flood,Riverine flood,,2006-0712
09-03-2006,10-03-2006,India,IND,"Madhya Pradesh, Maharashtra, Rajasthan provinces",,,,Km2,Flood,Riverine flood,,2006-0731
01-10-2006,01-10-2006,India,IND,Madhya Pradesh province,,,,Km2,Flood,Flash flood,,2006-0734
18-06-2007,26-06-2007,India,IND,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",26.26,94.02,74890,Km2,Flood,Riverine flood,,2007-0225
01-07-2007,13-07-2007,India,IND,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",22.02,72.25,61700,Km2,Flood,Riverine flood,,2007-0238
01-07-2007,06-07-2007,India,IND,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",21.03,77.52,106600,Km2,Flood,Riverine flood,,2007-0239
30-06-2007,13-07-2007,India,IND,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",20.05,81.86,74000,Km2,Flood,Riverine flood,,2007-0240
22-06-2007,04-07-2007,India,IND,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",14.94,78.16,449300,Km2,Flood,Flash flood,,2007-0250
21-07-2007,03-08-2007,India,IND,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",23.92,91.23,,Km2,Flood,Riverine flood,,2007-0311
03-07-2007,22-09-2007,India,IND,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",22.63,88.49,483900,Km2,Flood,Riverine flood,,2007-0320
12-08-2007,17-08-2007,India,IND,Himachal Pradesh province,31.24,76.53,191400,Km2,Flood,Riverine flood,,2007-0364
08-08-2007,15-08-2007,India,IND,Gujarat province,22.68,70.93,133800,Km2,Flood,Riverine flood,,2007-0415
22-09-2007,03-10-2007,India,IND,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",20.91,86.4,72010,Km2,Flood,Coastal flood,,2007-0467
16-09-2007,07-10-2007,India,IND,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",15.71,79.88,90280,Km2,Flood,Riverine flood,,2007-0469
27-10-2007,01-11-2007,India,IND,"Andhra Pradesh, Tamil Nadu province",12.73,79.7,76740,Km2,Flood,Riverine flood,,2007-0524
03-08-2007,27-08-2007,India,IND,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",20.45,86.2,15360,Km2,Flood,Riverine flood,,2007-0596
12-07-2007,10-10-2007,India,IND,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",27.58,95.26,103600,Km2,Flood,Riverine flood,,2007-0602
16-07-2007,20-07-2007,India,IND,Kerala province,10.39,76.31,21120,Km2,Flood,Riverine flood,,2007-0603
11-02-2007,16-02-2007,India,IND,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",,,,Km2,Flood,--,,2007-0683
20-03-2008,28-03-2008,India,IND,"Tamil Nadu, Karnataka provinces",10.76,78.72,144300,Km2,Flood,--,,2008-0130
11-06-2008,21-07-2008,India,IND,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",25.18,91.54,350600,Km2,Flood,Flash flood,,2008-0246
05-07-2008,14-07-2008,India,IND,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,,,Km2,Flood,Riverine flood,,2008-0285
05-09-2008,11-09-2008,India,IND,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",16.65,81.38,75490,Km2,Flood,Riverine flood,,2008-0415
14-09-2008,21-09-2008,India,IND,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",,,,Km2,Flood,Riverine flood,,2008-0423
30-08-2008,08-09-2008,India,IND,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",22.044,94.55,80590,Km2,Flood,Riverine flood,,2008-0486
27-11-2008,04-12-2008,India,IND,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",,,,Km2,Flood,Flash flood,,2008-0560
20-07-2008,08-08-2008,India,IND,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",27.5,89.79,283800,Km2,Flood,Riverine flood,,2008-0615
29-07-2009,29-07-2009,India,IND,Delhi province,,,,Km2,Flood,Flash flood,,2009-0303
/07/2009,/09/2009,India,IND,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",,,,Km2,Flood,Riverine flood,,2009-0409
25-09-2009,12-10-2009,India,IND,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",15.71,78.23,309700,Km2,Flood,Riverine flood,,2009-0429
09-10-2009,09-10-2009,India,IND,Jainta Hills district (Meghalaya province),,,,Km2,Flood,Riverine flood,,2009-0443
03-11-2009,08-11-2009,India,IND,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",11.47,77.85,35730,Km2,Flood,Riverine flood,,2009-0483
26-08-2009,28-08-2009,India,IND,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",,,,Km2,Flood,Riverine flood,,2009-0638
05-07-2010,15-07-2010,India,IND,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",30.18,74.77,147437,Km2,Flood,Riverine flood,,2010-0276
18-05-2010,24-05-2010,India,IND,Andhra Pradesh province,15.22,79.48,63170,Km2,Flood,Riverine flood,,2010-0283
13-07-2010,13-07-2010,India,IND,Delhi province,,,,Km2,Flood,Riverine flood,,2010-0321
06-08-2010,08-08-2010,India,IND,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",33.53,76.12,145000,Km2,Flood,Flash flood,,2010-0373
05-09-2010,17-09-2010,India,IND,Lakhimpur district (Assam province),26.235,92.25,12555,Km2,Flood,Riverine flood,,2010-0416
18-09-2010,30-09-2010,India,IND,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",26.73,82.84,38537,Km2,Flood,Riverine flood,,2010-0492
09-09-2010,09-09-2010,India,IND,"Punjab, Haryana, Uttar Pradesh provinces",25.965,76.05,10843,Km2,Flood,Riverine flood,,2010-0493
15-11-2010,07-12-2010,India,IND,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",9.88,78.47,57474,Km2,Flood,Riverine flood,,2010-0629
10-08-2011,13-09-2011,India,IND,West Bengal province,22.306,88.34,28684,Km2,Flood,Riverine flood,,2011-0327
23-09-2011,23-10-2011,India,IND,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",20.651,86,27751,Km2,Flood,Riverine flood,,2011-0371
15-08-2011,08-09-2011,India,IND,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",26.59,92.18,50117,Km2,Flood,Riverine flood,,2011-0422
15-08-2011,02-10-2011,India,IND,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",26.376,86.24,40941,Km2,Flood,Riverine flood,,2011-0424
23-07-2011,09-08-2011,India,IND,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province",28.524,80.93,85509,Km2,Flood,Riverine flood,,2011-0428
05-09-2011,15-09-2011,India,IND,Orissa province,,,,Km2,Flood,Riverine flood,,2011-0473
15-06-2011,16-07-2011,India,IND,"Uttar Pradesh, Uttarakhand province",,,,Km2,Flood,Riverine flood,,2011-0647
26-06-2012,13-07-2012,India,IND,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",26.5659,92.44,254935,Km2,Flood,Riverine flood,,2012-0179
21-08-2012,23-08-2012,India,IND,"Jaipur, Dhaulpur, Dausa, Tonk, Jhunjhunun, Sikar, Hanumangarh, Bikaner districts (Rajasthan province), Anjaw (70044), 70045, 70050, Lower Dibang Valley, Upper Siang (70051) districts (Arunachal Pradesh province)",,,,Km2,Flood,Riverine flood,,2012-0322
04-08-2012,09-08-2012,India,IND,"Palchan village (Kullu district, Himachal Pradesh province), Uttarkashi, Rudra Prayag, Chamoli districts (Uttarakhand province), Moradabad district (Uttar Pradesh province), Kathua village (72780 district, Jammu and Kashmir province)",30.1135,78.85,31390,Km2,Flood,Riverine flood,,2012-0334
16-09-2012,18-09-2012,India,IND,"Rudra Prayag, Bageshwar districts (Uttarakhand province)",31.3,76.85,37710,Km2,Flood,Riverine flood,,2012-0354
19-09-2012,23-09-2012,India,IND," Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",26.8,93.63,42597,Km2,Flood,Riverine flood,,2012-0382
21-08-2012,23-08-2012,India,IND,Himachel Pradesh province,,,,Km2,Flood,Riverine flood,,2012-0584
12-06-2013,27-06-2013,India,IND,"Uttarakhand, Himachal Pradesh, Uttar Pradesh, Bihar, Karnataka, Kerala, Gujarat, West Bengal provinces",32.714,76.61,131743.41,Km2,Flood,Riverine flood,,2013-0192
09-07-2013,10-07-2013,India,IND,"Sultanpur, Sitapur, Rae Bareli, Bara Banki, Faizabad, Gorakhpur, Basti, Kushinagar, Bahraich, Gonda, Shravasti districts (Uttar Pradesh province)",,,,Km2,Flood,Riverine flood,,2013-0260
23-06-2013,15-07-2013,India,IND,"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",27.387,94.92,38019.26,Km2,Flood,--,,2013-0282
22-08-2013,27-08-2013,India,IND,"Bhopal, Hoshangabad, Seoni, Narsinghpur, Jabalpur districts (Madhya Pradesh province), Uttar Pradesh, Assam provinces",,,,Km2,Flood,Riverine flood,,2013-0345
21-10-2013,26-10-2013,India,IND,"Orissa, Andhra Pradesh, West Bengal provinces",,,,Km2,Flood,Riverine flood,,2013-0400
26-06-2014,28-06-2014,India,IND,Assam province,,,49220,Km2,Flood,Riverine flood,,2014-0218
16-07-2014,22-07-2014,India,IND,"Uttarakhand, Himachal Pradesh provinces",,,,Km2,Flood,Riverine flood,,2014-0268
03-08-2014,04-08-2014,India,IND,Orissa province,,,,Km2,Flood,Riverine flood,,2014-0313
/09/2014,/09/2014,India,IND,Jammu and Kashmir provinces,,,,Km2,Flood,Riverine flood,,2014-0343
24-09-2014,11-10-2014,India,IND,"Tura village (West Garo Hills district, Meghalaya province), Goalpara, Kamrup districts (Assam province)",,,61894.97,Km2,Flood,Riverine flood,,2014-0391
16-08-2014,01-09-2014,India,IND,"Shravasti, Balrampur, Sitapur, Lakhimpur Kheri, Gonda, Bara Banki, Faizabad, Azamgarh districts (Uttar Pradesh province), Uttarakhand, Bihar, Assam provinces",,,,Km2,Flood,Riverine flood,,2014-0408
09-08-2014,16-08-2014,India,IND,Odisha province,,,,Km2,Flood,Riverine flood,,2014-0409
20-03-2015,31-03-2015,India,IND,"Chadoora village (72811 district, Jammu and Kashmir province)",33.1767,76.41,70287.98,Km2,Flood,Flash flood,,2015-0107
17-05-2015,21-05-2015,India,IND,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",10.7121,79.18,14179,Km2,Flood,Flash flood,,2015-0207
19-06-2015,20-06-2015,India,IND,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",21.8734,70.76,43781.56,Km2,Flood,Riverine flood,,2015-0249
23-06-2015,30-06-2015,India,IND,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province), ",,,,Km2,Flood,Riverine flood,,2015-0253
15-07-2015,19-08-2015,India,IND,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces",26.2074,82.62,629961.6,Km2,Flood,Riverine flood,,2015-0317
07-07-2015,13-07-2015,India,IND,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",,,,Km2,Flood,Riverine flood,,2015-0333
13-08-2015,19-08-2015,India,IND,Assam province,26.8946,93.75,69190.14,Km2,Flood,--,,2015-0374
28-08-2015,30-08-2015,India,IND,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province)
",,,,Km2,Flood,--,,2015-0406
14-07-2015,16-07-2015,India,IND,"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province 
",,,,Km2,Flood,--,,2015-0413
08-11-2015,04-12-2015,India,IND,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",118.278,788.55,93202.05,Km2,Flood,--,,2015-0504
22-04-2016,25-04-2016,India,IND,"Arunachal Pradesh, Assam, Nagaland provinces",27.464,95.607,70517.68,Km2,Flood,--,,2016-0139
25-06-2016,01-07-2016,India,IND,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",27.068,93.95,135742.3,Km2,Flood,Flash flood,,2016-0239
28-07-2016,30-07-2016,India,IND,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",,,,Km2,Flood,Flash flood,,2016-0267
15-07-2016,12-09-2016,India,IND,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia,  Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",,,,Km2,Flood,--,,2016-0271
09-07-2016,22-08-2016,India,IND,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa  districts (Madhya Pradesh province)",,,,Km2,Flood,--,,2016-0276
01-08-2016,03-08-2016,India,IND,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",,,,Km2,Flood,--,,2016-0304
21-09-2016,29-09-2016,India,IND,"Andhra Pradesh province, Telangana",17.654,80.34,137435.4,Km2,Flood,--,,2016-0391
17-07-2016,19-07-2016,India,IND,"Jorhat, Golaghat (Assam State)",,,,Km2,Flood,--,,2016-0554
04-06-2017,06-06-2017,India,IND,"Lakhimpur, Karimganj, Darrang districts (Assam), Nagaland, Manipur, Jharkhand",,,,Km2,Flood,--,,2017-0180
01-06-2017,31/06/2017,India,IND,Gujarat,,,,Km2,Flood,--,,2017-0257
25-06-2017,24-07-2017,India,IND,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",,,,Km2,Flood,Riverine flood,,2017-0289
/07/2017,/07/2017,India,IND,"Imphal West, Imphal East, Thoubal, Bishnupur (Manipur)",,,,Km2,Flood,--,,2017-0290
/06/2017,/08/2017,India,IND,"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",,,,Km2,Flood,--,,2017-0294
11-08-2017,31-08-2017,India,IND,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",,,,Km2,Flood,--,,2017-0342
29-08-2017,29-08-2017,India,IND,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",,,,Km2,Flood,Flash flood,,2017-0364
30-10-2017,08-11-2017,India,IND,Chenai (Tamil Nadu),10.489,79.004,50536.26,Km2,Flood,Flash flood,,2017-0495
16-08-2017,23-08-2017,India,IND,"Uttar Pradesh (Siddharthnagar, Balarampur, Bahraich, Shravasti, Maharajganj, Barabanki, Lakhimpur Kheri, Gorakhpur, Muzaffarnagar, Gonda, Basti, Mirzapur, Khiri, Deoria, Sitapur, Bijnore, Faizabad, Pilibhit, Farrukhabad, Mau, Kushinagar, Badaun, Ambedkar nagar, Azamgarh, Santkabir Nagar, Ghazipur, Balia)",,,,Km2,Flood,--,,2017-0517
22-06-2018,03-07-2018,India,IND,"Assam, Maharashtra, Gujarat",,,,Km2,Flood,--,,2018-0205
17-05-2018,20-05-2018,India,IND,Tripura state,,,,Km2,Flood,Flash flood,,2018-0213
29-05-2018,31-05-2018,India,IND, Dakshina Kannada and Udupi districts,,,,Km2,Flood,--,,2018-0216
26-07-2018,28-07-2018,India,IND,"Uttar Pradesh, Rajasthan",,,,Km2,Flood,--,,2018-0267
20-07-2018,23-07-2018,India,IND,Odisha state,,,,Km2,Flood,--,,2018-0286
07-08-2018,20-08-2018,India,IND,"Thrissur, Chengannur (Kerala state); West Bengal, Odisha, Assam, Nagaland, Uttar Pradesh, Himachal Pradesh, Maharashtra states",,,,Km2,Flood,Flash flood,,2018-0295
02-08-2018,06-08-2018,India,IND,"Biswanath, Udalguri, Golaghat, Sivassagar/Charaideo, Barpeta, Lakhimpu, Dhemaji, Darrang (Assam, West Bengal)",,,,Km2,Flood,--,,2018-0345
01-09-2018,06-10-2018,India,IND,Uttar Pradesh,,,,Km2,Flood,--,,2018-0370
23-09-2018,24-09-2018,India,IND,"Punjab, Haryana states",,,,Km2,Flood,--,,2018-0372
28-06-2019,04-07-2019,India,IND,"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",,,,Km2,Flood,--,,2019-0288
14-07-2019,30-09-2019,India,IND,"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi,  Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",,,,Km2,Flood,--,,2019-0331
12-08-2019,15-08-2019,India,IND,"West Bengal, Kerala, Odisha, Maharashtra",,,,Km2,Flood,--,,2019-0383
19-10-2019,23-10-2019,India,IND,"Belagavi, Gadag, Koppal districts (Karnataka); Kerala, Tamil Nadu states",,,,Km2,Flood,--,,2019-0499
29-11-2019,04-12-2019,India,IND,"Coimbatore, Cuddalore, Nagapattinam, Thoothukkudi Districts (Tamil Nadu); Pudducherry",,,,Km2,Flood,--,,2019-0574
#,,,,,,,,,,,,
#,,,,,,,,,,,,
"#""Created on: May 14"," 2020""",,,,,,,,,,,
"#""Source: EM-DAT: The Emergency Events Database - Universite catholique de Louvain (UCL) - CRED", D. Guha-Sapir - www.emdat.be, Brussels," Belgium""",,,,,,,,,
